Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
Lethal Weapon,2,164,93,5,100
Lethal Weapon,3,421,44,5,100
Wayne,1,274,98,10,100
S.W.A.T.,1,240,69,27,48
Batwoman,1,8093,13,50,80
The Orville,1,8884,94,53,30
The Orville,2,2113,94,14,100
Star Trek: Enterprise,1,182,75,37,35
Black Sails,1,782,79,49,65
Black Sails,2,772,91,8,100
Black Sails,4,250,78,10,80
Cursed,1,1101,52,52,67
Merlin,1,189,82,22,55
Merlin,3,110,90,7,86
Merlin,4,115,86,6,100
Merlin,5,26,96,10,100
Firefly,1,737,97,41,76
Dirk Gently's Holistic Detective Agency,1,966,96,28,71
Dirk Gently's Holistic Detective Agency,2,546,93,12,100
Z Nation,1,78,86,39,69
Disenchantment,1,1020,75,89,62
Batman,1,59,82,19,95
Batman,3,56,73,12,92
She-Ra and the Princesses of Power,1,3191,73,24,100
She-Ra and the Princesses of Power,2,309,90,13,85
She-Ra and the Princesses of Power,3,185,90,9,100
She-Ra and the Princesses of Power,4,209,94,11,100
She-Ra and the Princesses of Power,5,150,93,13,100
The Librarians,1,327,79,19,79
The Librarians,2,76,89,5,100
The Owl House,1,76,91,6,100
The Tick,1,525,90,63,90
The Tick,2,205,96,11,100
Daybreak,1,742,66,33,70
Happy!,1,757,94,35,80
Happy!,2,207,84,8,88
Dragon Ball Super,1,95,65,8,63
Dragon Ball Super,4,10,56,6,100
Dragon Ball Super,5,17,67,11,100
Arrested Development,1,597,96,23,100
Arrested Development,2,429,98,18,94
Arrested Development,3,402,97,10,100
Arrested Development,4,420,76,34,79
Arrested Development,5,302,64,52,56
The Rookie,1,424,93,22,68
Fleabag,1,1177,93,40,100
Fleabag,2,1192,93,94,100
Who Is America?,1,218,85,67,57
Curb Your Enthusiasm,1,203,95,18,89
Curb Your Enthusiasm,2,123,96,8,100
Curb Your Enthusiasm,3,113,97,10,100
Curb Your Enthusiasm,4,100,99,14,93
Curb Your Enthusiasm,5,95,97,11,100
Curb Your Enthusiasm,6,96,99,15,87
Curb Your Enthusiasm,7,96,98,32,97
Curb Your Enthusiasm,8,145,97,25,92
Curb Your Enthusiasm,9,220,88,47,74
Curb Your Enthusiasm,10,156,87,20,95
Mom,1,167,84,40,70
Mom,2,86,90,8,88
Mom,3,52,86,11,100
Jane the Virgin,1,1349,87,51,100
Jane the Virgin,2,377,91,12,100
Jane the Virgin,3,218,88,14,100
Jane the Virgin,4,235,88,20,100
Jane the Virgin,5,218,71,22,100
Good Girls,1,393,89,51,63
Good Girls,2,197,90,8,100
Good Girls,3,85,56,6,100
Letterkenny,1,47,96,6,100
Last Man Standing,1,170,77,37,14
Last Man Standing,2,119,80,5,40
Last Man Standing,7,324,89,12,58
Monk,1,36,93,14,100
Monk,2,21,85,8,100
Monk,6,18,88,6,83
Monk,8,24,96,11,82
Cheers,1,49,88,12,100
Cheers,2,28,93,10,100
Upload,1,882,87,55,87
One Day at a Time,1,32,88,34,97
One Day at a Time,2,287,95,29,100
One Day at a Time,3,29,97,29,100
One Day at a Time,4,72,83,20,100
Married... with Children,1,8,100,7,86
Young Sheldon,1,762,73,46,76
Ghosts,1,13,85,10,90
White Collar,1,224,94,27,96
White Collar,2,120,93,13,100
White Collar,3,110,93,10,100
White Collar,4,114,91,12,100
White Collar,5,203,92,6,83
White Collar,6,137,93,5,100
The Conners,1,589,39,54,93
The Conners,2,121,37,7,86
Dead to Me,1,479,93,50,86
Dead to Me,2,343,87,38,95
The Great,1,358,84,77,88
Everybody Loves Raymond,1,14,62,16,88
Everybody Loves Raymond,9,9,100,11,64
Grace and Frankie,1,1020,87,40,57
Grace and Frankie,2,303,92,11,91
Grace and Frankie,3,186,92,10,100
Grace and Frankie,4,123,93,6,100
Grace and Frankie,5,89,87,13,100
Grace and Frankie,6,46,85,6,83
PEN15,1,228,87,47,94
PEN15,2,65,77,34,100
The Golden Girls,1,15,85,14,86
The Golden Girls,2,12,80,5,100
The Mandalorian,1,7622,93,35,93
The Mandalorian,2,268,92,52,94
The Umbrella Academy,1,3976,85,88,75
The Umbrella Academy,2,1471,89,83,90
The Munsters,1,5,100,6,83
Kingdom,1,457,97,14,93
Kingdom,2,158,94,7,100
Slasher,1,233,63,5,80
Slasher,2,22,73,5,60
50 States of Fright,1,7,71,13,85
Sleepy Hollow,1,555,84,50,74
Sleepy Hollow,2,498,77,15,100
Sleepy Hollow,3,142,69,11,55
Goosebumps,1,15,80,5,80
The Exorcist,1,969,92,53,79
The Exorcist,2,263,94,11,100
Beauty and the Beast,1,105,74,36,19
Inside No. 9,1,43,97,5,100
Inside No. 9,2,24,100,6,100
Inside No. 9,4,17,100,8,100
Channel Zero,1,340,80,21,86
Nancy Drew,1,169,70,30,53
Chambers,1,210,72,38,42
The Following,1,300,71,51,63
The Following,2,332,63,18,50
Marianne,1,164,89,15,93
Room 104,1,284,48,39,87
Room 104,2,24,76,9,89
Hausen,1,29,96,8,63
Dracula,1,1080,57,54,70
Salem,1,266,78,31,48
Salem,2,142,89,6,100
Salem,3,36,68,5,100
October Faction,1,572,50,6,33
The Mist,1,840,48,46,61
Torchwood,1,110,76,16,94
Torchwood,2,97,85,10,100
Torchwood,3,89,88,18,100
Torchwood,4,88,65,30,83
Being Human,1,52,89,11,64
Being Human,2,29,91,5,80
Being Human,3,26,88,5,80
Being Human,4,85,88,7,86
The Right Stuff,1,43,79,29,55
Succession,1,260,83,82,88
Succession,2,423,91,70,97
Westworld,1,4952,92,101,87
Westworld,2,2629,74,81,86
Westworld,3,1171,60,60,74
Billions,1,830,88,55,77
Billions,2,294,91,16,89
Billions,3,365,90,27,93
Billions,4,123,86,19,97
Billions,5,82,35,7,86
Euphoria,1,1015,85,94,82
Chicago Fire,1,72,79,33,48
Altered Carbon,1,5928,90,95,68
Altered Carbon,2,1586,36,35,83
See,1,1059,85,51,43
Heroes,1,362,94,18,83
Heroes,2,227,66,10,50
Heroes,3,192,48,14,50
Heroes,4,224,54,7,29
Snowpiercer,1,382,72,77,61
Person of Interest,1,461,75,38,63
Person of Interest,2,382,77,11,100
Person of Interest,3,543,82,11,100
Person of Interest,4,565,81,12,100
Person of Interest,5,540,79,14,100
Jessica Jones,1,116,83,80,94
Jessica Jones,2,1890,66,86,83
Sense8,1,3638,92,64,72
Sense8,2,975,93,29,93
Pandora,1,82,33,7,14
Alias,1,56,92,34,82
Alias,2,27,96,9,89
Alias,3,21,95,5,80
Alias,4,19,68,12,75
Alias,5,17,88,7,100
Stargate: Atlantis,1,35,85,9,67
Stargate: Atlantis,5,22,76,5,80
Stargirl,1,483,78,38,89
Lost in Space,1,2274,74,75,68
Lost in Space,2,817,85,12,83
War of the Worlds,1,215,54,8,75
For All Mankind,1,337,87,52,73
The OA,1,2294,78,66,77
The OA,2,1343,89,36,92
Futurama,1,180,95,18,89
Futurama,5,108,93,7,100
Futurama,6,111,93,16,100
Futurama,7,7,86,12,92
The Barrier,1,9,78,11,64
The Barrier,2,6,83,10,90
Legion,1,3382,87,90,90
Legion,2,1007,77,37,91
Legion,3,252,90,27,93
Tales from the Loop,1,362,75,62,84
Iron Fist,1,11015,73,84,20
Iron Fist,2,1617,70,47,55
Moon Knight,1,219,68,38,79
Moon Knight,2,116,78,21,81
Moon Knight,3,107,79,13,77
Moon Knight,4,245,66,8,88
Moon Knight,5,123,56,10,70
Another Life,1,2611,60,18,6
Counterpart,1,1629,86,45,100
Counterpart,2,207,93,22,100
The Sinner,1,2187,87,41,90
The Sinner,2,1427,81,33,97
The Sinner,3,608,46,13,85
Line of Duty,1,105,92,5,100
Line of Duty,2,71,97,5,100
Line of Duty,3,71,97,7,100
Line of Duty,4,71,93,15,100
Line of Duty,5,7,100,29,90
Blue Bloods,1,70,85,31,84
CSI: Crime Scene Investigation,1,45,95,12,92
CSI: Crime Scene Investigation,12,15,83,10,70
CSI: Crime Scene Investigation,16,11,86,5,100
The Americans,1,1317,93,54,87
The Americans,2,891,96,38,97
The Americans,3,966,94,53,100
The Americans,4,819,93,48,99
The Americans,5,562,90,42,94
The Americans,6,460,92,35,99
Twin Peaks,1,1039,96,29,93
Twin Peaks,2,707,88,12,78
Twin Peaks,3,1938,83,96,94
13 Reasons Why,1,4935,80,63,78
13 Reasons Why,2,2081,53,52,27
13 Reasons Why,3,1383,44,18,11
13 Reasons Why,4,716,54,12,25
Blindspot,1,510,74,63,68
Blindspot,2,158,78,6,100
Poirot,13,32,100,7,100
Endeavour,1,56,96,7,57
Endeavour,2,37,92,6,83
Endeavour,5,94,95,12,100
Endeavour,6,12,92,10,90
Endeavour,7,8,100,6,100
Perry Mason,1,301,75,82,76
Broadchurch,1,959,95,36,94
Broadchurch,2,655,89,31,84
Broadchurch,3,619,91,43,98
Hunters,1,85,59,14,0
NCIS: New Orleans,1,132,65,30,60
Prodigal Son,1,400,86,33,58
"Murder, She Wrote",1,6,83,14,100
Taboo,1,1621,92,67,76
Station 19,1,142,37,17,65
FBI,1,175,55,24,63
Bates Motel,1,855,88,45,82
Bates Motel,2,691,89,21,90
Bates Motel,3,454,93,21,95
Bates Motel,4,440,94,17,100
Bates Motel,5,495,90,21,100
The Magicians,1,834,79,46,74
The Magicians,2,397,90,22,91
The Magicians,3,509,88,13,100
The Magicians,4,145,77,29,93
The Magicians,5,205,66,10,100
Luther,1,545,92,23,91
Luther,2,336,92,13,100
Luther,3,292,94,25,88
Luther,4,343,88,14,79
Luther,5,32,69,40,85
C.B. Strike,1,54,91,19,84
C.B. Strike,3,30,100,8,88
Mystery Road,1,15,82,15,100
"Beverly Hills, 90210",1,9,88,5,60
Shadowhunters,1,1038,71,25,44
Shadowhunters,2,565,91,7,86
Shadowhunters,3,561,93,6,100
Dallas,1,11,100,31,58
Dallas,2,11,100,16,94
Dallas,3,41,88,8,75
Outer Banks,1,601,86,21,71
Nashville,1,140,91,51,90
Nashville,2,118,85,9,100
Nashville,3,109,93,8,100
Nashville,4,70,88,9,89
Nashville,5,183,32,7,86
Nashville,6,36,32,5,80
Masters of Sex,1,789,91,59,90
Masters of Sex,2,445,92,44,98
Masters of Sex,3,162,76,32,69
Masters of Sex,4,72,88,10,80
The Fosters,1,189,92,18,89
The Fosters,2,130,91,5,100
The Fosters,3,85,91,5,100
The Fosters,5,108,62,9,100
Atlantis,1,64,58,13,62
Home and Away,1,1294,83,55,78
Home and Away,2,334,51,14,43
Dynasty,1,56,79,47,49
Versailles,1,244,89,14,71
Versailles,3,60,75,9,44
The Punisher,1,6026,90,78,67
The Punisher,2,1756,71,35,60
Hawaii Five-0,1,11,82,40,83
Hawaii Five-0,4,81,83,5,100
Queen of the South,1,289,91,19,68
Queen of the South,3,154,91,5,80
9-1-1,1,205,46,11,73
SEAL Team,1,277,83,24,71
Sacred Games,1,1752,93,26,92
Sacred Games,2,175,73,5,60
Scorpion,1,645,75,48,42
Scorpion,2,152,82,5,80
Condor,1,180,88,14,86
Hanna,1,384,84,39,67
Hanna,2,200,75,15,93
Cobra,1,14,50,11,64
9-1-1: Lone Star,1,205,46,11,73
Fauda,1,237,93,6,100
Fauda,2,65,97,6,100
Fauda,3,55,84,6,100
Criminal: UK,1,45,91,38,84
Babylon Berlin,1,612,95,33,100
Bosch,1,380,91,30,83
Bosch,2,192,97,14,100
Bosch,3,153,96,10,100
Bosch,4,147,98,10,100
Bosch,5,111,94,6,100
Bosch,6,29,79,10,100
Wentworth,1,119,98,13,77
Batman: The Animated Series,1,84,100,19,95
Batman: The Animated Series,4,38,97,8,100
Longmire,1,196,93,28,86
Longmire,2,136,91,5,80
Longmire,4,261,97,7,100
Animal Kingdom,1,389,91,34,76
Animal Kingdom,2,107,96,5,80
Ray Donovan,1,310,91,43,77
Ray Donovan,2,284,92,11,73
Ray Donovan,3,231,93,13,77
Ray Donovan,4,135,79,6,50
Ray Donovan,5,195,67,5,100
Ray Donovan,6,69,93,5,60
Narcos: Mexico,1,281,90,38,89
Narcos: Mexico,2,209,93,15,87
Cowboy Bebop,1,142,96,22,100
Dragon Ball Z,1,11,70,8,88
Jurassic World: Camp Cretaceous,1,66,83,11,73
F Is for Family,1,367,90,19,84
F Is for Family,2,178,95,9,89
Steven Universe,1,129,91,12,100
Steven Universe,2,89,92,6,100
Steven Universe,3,85,90,9,100
Steven Universe,4,85,90,8,100
Steven Universe,5,121,90,13,100
Steven Universe,6,59,73,7,100
The Dragon Prince,1,558,92,11,100
The Dragon Prince,2,131,95,6,100
The Dragon Prince,3,140,93,7,100
What If...?,1,59,64,33,42
Undone,1,578,93,53,98
Steins;Gate,1,62,97,5,100
Final Space,1,1020,95,10,70
Hoops,1,86,50,14,14
Solar Opposites,1,204,77,30,90
The Midnight Gospel,1,465,89,27,93
Dragon's Dogma,1,43,49,5,100
The Boondocks,1,138,95,17,59
The Boondocks,4,145,45,8,50
Samurai Jack,1,63,91,5,80
Samurai Jack,4,41,97,7,100
Samurai Jack,5,460,96,23,100
Trollhunters: Tales of Arcadia,1,338,97,16,94
Close Enough,1,58,81,19,100
Long Way Up,1,7,100,5,100
A Series of Unfortunate Events,1,1654,82,70,94
A Series of Unfortunate Events,2,328,89,17,94
Into the Badlands,1,803,87,49,63
Into the Badlands,2,422,88,9,100
Into the Badlands,3,375,92,8,88
Insecure,1,729,79,65,100
Insecure,2,309,71,41,98
Insecure,3,113,82,27,94
Insecure,4,63,87,20,95
"Magnum, P.I.",1,22,82,21,57
Magnum P.I.,1,22,82,21,57
The Dark Crystal: Age of Resistance,1,1035,94,77,88
Family Matters,1,6,67,10,70
Future Man,1,525,90,39,82
Future Man,2,152,76,9,100
Marco Polo,1,2483,93,45,33
Marco Polo,2,764,94,6,100
Timeless,1,827,87,41,83
Timeless,2,682,95,14,100
The Shannara Chronicles,1,642,72,28,57
The Shannara Chronicles,2,412,90,5,100
Frontier,1,299,78,22,50
Frontier,2,90,86,5,100
You're the Worst,1,625,94,33,82
You're the Worst,2,535,91,34,97
You're the Worst,3,378,85,29,100
You're the Worst,4,151,86,15,100
You're the Worst,5,83,84,13,100
The Avengers,1,8,100,5,100
The Game,1,258,92,22,95
Zoey 101,1,5,40,5,80
The Cosby Show,1,8,50,10,90
Ramy,1,235,84,38,97
Ramy,2,93,92,30,97
Mad About You,1,13,85,19,42
High Fidelity,1,213,79,71,86
Gavin & Stacey,1,5,100,9,100
Gavin & Stacey,3,11,100,9,94
"Love, Victor",1,362,94,45,93
Good Trouble,1,231,80,13,100
Miracle Workers,1,145,78,39,74
Miracle Workers,2,57,75,9,78
Joey,1,19,82,26,50
Young & Hungry,1,57,70,12,58
Search Party,1,415,86,36,100
Search Party,2,127,96,26,96
Search Party,3,22,86,21,90
Lois & Clark: The New Adventures of Superman,1,15,87,13,92
Lois & Clark: The New Adventures of Superman,2,9,78,5,80
Moonlighting,1,6,83,12,92
Four Weddings and a Funeral,1,140,81,38,42
Baby Daddy,1,49,83,11,36
Awkward.,1,104,83,22,95
Awkward.,2,59,85,9,100
Awkward.,3,96,74,7,86
Awkward.,4,81,75,5,60
Awkward.,5,65,73,6,50
Run,1,157,45,51,80
Kim Possible,1,10,78,5,100
Sabrina the Teenage Witch,1,28,73,15,93
Warrior Nun,1,655,74,33,70
Siren,1,479,88,19,95
Wynonna Earp,1,555,90,14,79
Wynonna Earp,2,303,95,15,100
Wynonna Earp,3,213,88,14,100
Wynonna Earp,4,144,98,8,88
The Morning Show,1,1544,93,104,61
The Good Doctor,1,2153,88,43,63
House of Cards,1,382,97,19,84
House of Cards,5,240,97,12,100
House of Cards,6,208,93,13,92
House of Cards,8,344,92,13,85
Scrubs,1,249,91,24,96
Scrubs,3,159,96,7,100
Scrubs,5,142,92,6,83
Scrubs,6,144,92,7,71
Scrubs,8,162,93,8,100
Scrubs,9,201,41,15,53
V-Wars,1,5072,96,9,56
Black Summer,1,813,57,18,78
"Eerie, Indiana",1,5,100,6,100
Tremors,1,77,72,15,93
Tremors,2,17,82,8,100
Tremors,3,41,74,8,100
Masters of Horror,1,20,88,10,70
Masters of Horror,2,11,89,7,57
Alfred Hitchcock Presents,1,10,89,12,100
Bitten,1,162,77,16,50
Constantine,1,77,79,47,72
Light as a Feather,1,50,74,10,50
Lore,1,103,68,25,68
Dominion,1,244,79,27,48
Dominion,2,147,93,5,100
Two Sentence Horror Stories,1,48,44,6,67
The Passage,1,372,85,26,62
American Gothic,1,96,77,24,58
Stan Against Evil,1,103,86,15,67
Wolf Creek,1,54,64,13,77
Humans,1,1011,91,62,89
Humans,2,271,87,17,94
Humans,3,106,80,13,100
Black Lightning,1,2335,54,51,96
Black Lightning,2,280,45,10,91
Black Lightning,3,137,44,7,100
3rd Rock from the Sun,1,14,86,12,42
The Rain,1,677,62,33,82
12 Monkeys,1,684,81,42,60
12 Monkeys,2,334,87,12,92
12 Monkeys,3,167,82,10,100
12 Monkeys,4,199,86,11,100
Luke Cage,1,148,64,72,90
Luke Cage,2,1156,68,62,85
Runaways,1,2017,85,81,86
Runaways,2,1253,90,22,86
Runaways,3,98,65,11,91
The Society,1,381,78,36,86
Quantum Leap,1,15,86,12,100
Quantum Leap,5,8,100,6,50
Colony,1,595,78,31,84
Colony,2,382,84,6,100
"Roswell, New Mexico",1,289,65,20,55
3%,1,29,79,20,85
Better Than Us,1,120,82,5,100
Farscape,1,43,93,12,100
Farscape,2,35,97,9,100
Farscape,3,30,100,5,80
Farscape,4,28,93,6,83
Emergence,1,261,82,34,94
White Wall,1,28,47,19,53
Salvation,1,425,80,21,48
Dark Matter,1,698,87,19,68
Dark Matter,2,306,92,7,100
Dark Matter,3,265,91,7,100
Minority Report,1,180,50,61,28
Agent Carter,1,2532,88,46,96
Agent Carter,2,891,81,21,76
Andromeda,1,14,50,8,38
Bodyguard,1,1937,83,69,93
Elite,1,393,83,14,100
Elite,2,239,90,12,92
Gomorrah,1,308,89,19,95
Gomorrah,2,62,88,5,80
Law & Order: Criminal Intent,1,58,86,39,64
Tell Me a Story,1,57,62,15,60
Absentia,1,194,70,15,47
Bron/Broen,4,32,96,13,62
Manifest,1,64,73,37,57
The Shield,1,66,88,21,95
The Shield,2,37,97,12,92
The Shield,3,36,97,14,93
The Shield,4,36,100,11,82
The Shield,5,33,97,12,100
The Shield,6,34,94,17,76
The Shield,7,42,100,33,97
Oz,1,83,94,12,67
Oz,2,54,96,6,100
Oz,3,52,98,6,100
Oz,6,50,92,11,91
Revenge,1,192,89,36,81
Revenge,2,138,65,10,40
Revenge,3,213,80,9,67
Revenge,4,214,82,8,88
Sanditon,1,575,95,29,62
The L Word,1,97,72,29,83
The Good Wife,1,300,94,39,85
The Good Wife,2,148,96,26,96
The Good Wife,3,130,96,23,96
The Good Wife,4,122,96,24,96
The Good Wife,5,294,96,24,100
The Good Wife,6,720,86,35,94
The Good Wife,7,174,80,44,91
Travelers,1,1315,95,9,100
Elementary,1,272,86,62,85
Elementary,2,284,93,17,100
Elementary,3,217,84,14,100
Elementary,4,184,85,15,100
Elementary,5,92,88,6,100
Elementary,6,125,93,10,100
Elementary,7,50,96,13,85
MacGyver,1,22,79,36,25
Skam,1,82,85,9,100
Belgravia,1,37,92,33,73
Shetland,4,20,88,8,100
Shetland,5,6,83,8,88
The Stranger,1,334,75,24,83
CSI: Miami,1,23,59,20,80
CSI: Miami,5,9,67,5,80
CSI: Miami,7,9,67,5,40
Young Wallander,1,57,70,12,58
Stranger,1,28,47,19,53
American Crime Story,1,1574,94,93,97
American Crime Story,2,1042,94,97,89
Power,1,283,82,18,44
Power,2,318,87,9,100
Power,3,131,84,9,78
Power,4,250,92,6,83
Power,5,461,90,6,100
Why Women Kill,1,158,94,27,67
Deadwood,1,286,96,39,85
Deadwood,2,163,99,25,96
Deadwood,3,189,93,38,95
The Good Fight,1,771,87,57,98
The Good Fight,2,172,87,28,96
The Good Fight,3,171,65,23,96
The Good Fight,4,40,72,19,100
Unforgotten,1,48,92,11,73
Unforgotten,2,33,96,7,100
Unforgotten,3,58,90,14,100
Weeds,1,147,90,28,79
Weeds,2,117,95,15,100
Weeds,3,106,90,16,88
Weeds,4,93,70,10,60
Weeds,5,87,70,13,62
Weeds,6,79,75,11,64
Weeds,7,79,62,11,73
Weeds,8,123,61,10,40
Spider-Man,1,17,75,6,50
Dragon Ball,1,95,65,8,63
Dragon Ball,4,10,56,6,100
Dragon Ball,5,17,67,11,100
Carmen Sandiego,1,125,88,14,93
Central Park,1,93,72,36,92
Fullmetal Alchemist,1,106,93,13,100
Teen Titans Go!,1,35,34,9,67
The Venture Bros.,1,41,90,11,55
The Venture Bros.,3,21,100,6,100
The Venture Bros.,4,23,96,12,100
The Venture Bros.,5,25,92,7,100
The Venture Bros.,6,36,100,8,100
The Venture Bros.,7,16,100,11,100
The Flintstones,1,10,67,9,100
My Little Pony: Friendship Is Magic,1,25,100,10,100
Great Pretender,1,11,91,6,100
Star vs. the Forces of Evil,1,39,95,5,100
Infinity Train,1,40,98,8,100
Infinity Train,2,18,100,6,100
Teen Titans,1,35,34,9,67
Rugrats,9,6,83,7,86
Inuyasha,1,11,100,8,100
Fast & Furious Spy Racers,1,36,61,6,83
Gargoyles,1,17,93,7,100
Star Wars Resistance,1,2953,73,13,92
Ragnarok,1,102,82,9,67
Wizards of Waverly Place,4,10,80,5,100
The Gifted,1,1012,75,54,76
The Gifted,2,316,65,12,83
Sliders,1,11,90,10,70
Sliders,2,5,80,5,100
Medium,1,12,89,18,67
Russian Doll,1,1762,87,97,97
Knightfall,1,430,69,20,55
The A-Team,1,6,67,12,58
Alex Rider,1,51,90,17,82
Babylon 5,1,74,79,19,74
Superman and Lois,1,15,87,13,92
Superman and Lois,2,9,78,5,80
Inhumans,1,1976,44,47,11
"Walker, Texas Ranger",1,6,33,10,40
Amazing Stories,1,84,51,35,40
Four More Shots Please,1,25,48,6,83
State of the Union,1,30,80,25,96
Feel Good,1,171,84,33,100
The Baker and the Beauty,1,77,91,7,86
Little Voice,1,46,83,29,76
Merlí,1,189,82,22,55
Merlí,3,110,90,7,86
Merlí,4,115,86,6,100
Merlí,5,26,96,10,100
Man Seeking Woman,1,405,88,33,82
Man Seeking Woman,2,107,89,8,100
Man Seeking Woman,3,60,85,13,100
Faking It,1,121,84,12,75
Faking It,2,73,87,5,100
BH90210,1,77,82,38,68
My Mad Fat Diary,1,10,88,12,92
My Mad Fat Diary,3,9,89,6,100
Sailor Moon,1,5,80,9,78
Seinfeld,1,183,84,18,72
Seinfeld,2,141,96,8,100
Seinfeld,3,124,98,9,100
Seinfeld,4,114,97,13,100
Seinfeld,5,111,97,7,100
Seinfeld,6,103,97,5,80
Seinfeld,7,104,97,8,100
Seinfeld,8,98,97,7,86
Seinfeld,9,144,91,22,59
The Vow,1,57,58,23,83
Spaced,1,34,97,7,100
Spaced,2,26,96,12,100
Lexx,1,20,94,7,43
Angie Tribeca,1,423,73,38,89
Angie Tribeca,2,41,83,5,100
Angie Tribeca,3,31,81,5,100
Ultimate Spider-Man,1,23,71,7,57
Deadly Class,1,514,92,36,64
Samurai Champloo,1,20,95,8,88
Harlots,1,419,89,50,92
Harlots,2,121,98,13,100
Harlots,3,27,89,14,100
Call the Midwife,1,104,91,21,95
Call the Midwife,2,46,88,5,80
Call the Midwife,3,74,96,8,88
Call the Midwife,4,68,96,5,100
Call the Midwife,5,23,88,5,80
Call the Midwife,7,28,92,5,100
Call the Midwife,8,14,89,6,83
Chicago Med,1,80,71,26,50
Roseanne,1,22,67,18,89
Roseanne,2,11,82,5,100
Roseanne,5,7,71,5,80
Roseanne,6,6,67,8,100
Roseanne,9,14,38,10,20
Roseanne,10,419,70,79,70
Call My Agent!,1,40,97,7,100
The IT Crowd,1,48,87,12,75
The IT Crowd,4,27,89,10,90
The IT Crowd,5,7,71,8,88
Six Feet Under,1,166,87,13,62
Parenthood,1,80,90,30,63
Parenthood,2,56,96,10,90
Parenthood,3,46,98,13,100
Parenthood,4,45,95,21,90
Parenthood,5,94,97,12,92
Parenthood,6,74,97,19,95
Black-ish,1,637,67,60,87
Black-ish,2,131,74,12,90
Black-ish,3,66,69,8,100
Black-ish,4,200,48,11,100
Black-ish,5,82,54,5,80
Entourage,1,157,88,26,73
Entourage,2,110,92,11,73
Entourage,3,109,94,17,76
Entourage,4,107,80,10,70
Entourage,5,109,88,17,76
Entourage,6,100,79,10,60
Entourage,7,100,68,23,57
Entourage,8,169,72,28,46
Boy Meets World,1,10,78,11,64
Silicon Valley,1,1311,95,57,95
Silicon Valley,2,695,95,23,96
Silicon Valley,3,585,94,24,100
Silicon Valley,4,400,92,34,94
Silicon Valley,5,220,87,28,89
Silicon Valley,6,131,90,18,94
Atlanta,1,1867,91,74,97
Atlanta,2,712,87,64,98
Veep,1,40,78,46,78
Veep,2,284,94,24,92
Veep,3,408,95,26,100
Veep,4,306,93,25,100
Veep,5,223,94,36,94
Veep,6,264,90,36,94
Veep,7,167,82,59,97
After Life,1,963,93,45,73
After Life,2,342,85,29,76
Wayward Pines,1,1294,83,55,78
Wayward Pines,2,334,51,14,43
Glitch,1,219,86,5,80
Glitch,2,73,80,5,80
Into the Night,1,322,77,8,88
Avenue 5,1,332,52,51,67
V,1,40,71,29,59
V,2,34,52,20,40
Motherland: Fort Salem,1,438,96,16,69
Falling Skies,1,219,68,38,79
Falling Skies,2,116,78,21,81
Falling Skies,3,107,79,13,77
Falling Skies,4,245,66,8,88
Falling Skies,5,123,56,10,70
Roswell,1,25,100,18,89
Zoo,1,265,58,29,48
Zoo,2,121,72,5,100
Zoo,3,105,63,5,100
Buck Rogers in the 25th Century,1,6,80,15,33
Revolution,1,118,49,55,55
Revolution,2,195,81,14,79
Electric Dreams,1,378,76,53,72
Dark Angel,1,15,100,23,65
Wonder Woman,1,18,89,9,100
Wonder Woman,3,13,85,5,100
Killjoys,1,468,83,17,82
Killjoys,2,129,93,5,100
Killjoys,4,61,87,5,100
Killjoys,5,42,90,6,100
Jericho,1,22,82,27,48
Jericho,2,11,82,10,60
Project Blue Book,1,196,84,18,67
The 4400,1,13,100,10,90
The 4400,4,11,78,6,100
Defiance,1,149,83,18,61
Defiance,2,228,89,10,90
Defiance,3,169,84,10,80
Another,1,2611,60,18,6
Outcast,1,741,83,41,80
Millennium,1,5,100,6,67
Chucky,1,264,92,27,89
Chucky,2,200,96,10,100
Chucky,3,187,91,17,88
Chucky,4,178,85,20,75
Chucky,5,265,90,21,100
Damien,1,197,83,22,14
Los Espookys,1,80,80,26,100
Blood Drive,1,246,88,21,76
Criminal Minds: Beyond Borders,1,60,37,16,25
The Returned,1,807,94,39,100
The Returned,2,630,87,20,95
Helix,1,399,73,28,79
Helix,2,175,60,6,83
Cursed Films,1,8,75,20,95
Mike Tyson Mysteries,1,153,93,11,82
Moonlight,1,16,77,23,22
The Birch,1,13,86,7,100
BrainDead,1,501,92,49,65
Soul Eater,1,6,100,10,100
The Innocents,1,311,77,43,86
The League of Gentlemen,1,11,100,7,100
The League of Gentlemen,4,6,100,10,100
Scandal,1,268,81,31,87
Scandal,2,148,89,21,95
Scandal,3,237,84,22,95
Scandal,4,225,81,20,95
Scandal,5,126,76,20,95
Scandal,6,117,62,19,95
Scandal,7,103,43,23,91
The Act,1,408,92,47,89
Mayans M.C.,1,395,77,36,72
Mayans M.C.,2,79,78,5,100
Tin Star,1,200,70,21,57
Tin Star,2,60,64,7,57
Top Boy,1,49,92,6,100
Top Boy,3,66,95,10,90
Safe,1,457,76,24,71
Shooter,1,310,79,17,47
Treadstone,1,144,74,18,44
Leverage,1,51,84,23,70
Leverage,3,22,86,6,100
Leverage,4,21,85,8,100
