Year,Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
2009,Family Armor,1,12,42,5,60
2019,A tope,1,166,75,25,56
2020,Juvie,1,353,99,24,92
2016,Food Finds,1,9,62,10,70
2017,Food Finds,2,6,80,5,100
1999,S.O.P.,1,705,97,26,100
2000,S.O.P.,2,438,99,16,94
2001,S.O.P.,3,396,99,11,100
2002,S.O.P.,4,370,97,11,91
2004,S.O.P.,5,366,98,13,92
2006,S.O.P.,6,458,97,37,89
2020,Away - Bali,1,539,60,65,58
2019,The Baby Wait,1,13,73,14,86
2013,The Underworld,1,300,71,51,63
2014,The Underworld,2,332,63,18,50
2019,Hastane,1,3979,85,88,75
2020,Hastane,2,1478,89,83,90
2020,High & Low,1,213,79,71,86
2018,More FOX5,1,39,67,16,44
2018,Life with Fred,1,172,78,60,78
2019,Marian,1,165,89,15,93
2014,Back Track,1,637,67,60,87
2015,Back Track,2,131,74,12,90
2016,Back Track,3,66,69,8,100
2017,Back Track,4,200,48,11,100
2018,Back Track,5,82,54,5,80
2020,I Am,1,780,85,67,87
2017,Sunday Night with Megyn Kelly,1,34,29,10,30
2016,Valorose,1,525,90,63,90
2019,Valorose,2,205,96,11,100
2017,Town Ball,1,95,65,8,63
2015,Schulz & Schulz,1,13,75,8,38
2018,Disenchanted,1,1022,75,89,62
2010,Vignettes,1,2881,98,27,93
2012,Vignettes,2,2547,98,34,94
2013,Vignettes,3,3399,95,40,91
2017,Vignettes,4,3305,44,28,54
2017,Rise & Shhh,1,165,76,41,59
2019,Sandstone,1,575,95,29,62
2018,Bullen,1,23,91,5,60
2018,Yara,1,370,62,38,95
2019,Keller,1,382,78,36,86
1988,Lake Life,1,22,67,18,89
1989,Lake Life,2,11,82,5,100
1989,Quantum Leaps,1,15,86,12,100
2017,Iron Men,1,120,94,12,92
2020,B&B the Best,1,81,93,11,55
2020,Films & Stars,1,8,75,20,95
2018,Swamp'd!,1,111,72,39,92
2020,Transplant!,1,20,75,8,75
2006,Studio B,1,12,92,66,74
2000,Grime Scene Investigation,1,45,95,12,92
2016,This Is,1,1524,91,71,92
2017,This Is,2,597,83,25,92
2018,This Is,3,283,82,9,94
2019,This Is,4,107,87,10,90
2020,This Is,5,36,39,7,100
2020,!Next?,1,18,72,14,64
2019,S.O.L,1,206,77,30,90
1984,Face Five,1,5,80,7,71
1988,Candice,1,8,20,8,100
2020,TeenAged,1,659,95,24,92
2017,Guest Book,1,59,86,11,64
2012,RuPaul's All Stars Drag Race,1,21,44,5,80
2016,RuPaul's All Stars Drag Race,2,24,91,8,100
2018,RuPaul's All Stars Drag Race,3,33,60,7,14
2018,RuPaul's All Stars Drag Race,4,51,45,7,86
2019,Down Range,1,99,85,45,56
2020,Down Range,2,12,75,5,80
2014,Tonia & Friends,1,36,67,5,80
2020,Immigrants,1,92,59,21,100
2020,Thomas P.,1,49,82,5,100
2015,"Lies, Crimes & Video",1,205,76,34,35
2018,Dogs of War,1,15,75,13,92
2019,The Itch,1,19746,92,88,67
2017,The Long Game,1,57,69,11,82
2016,Górale,1,28,85,10,50
2015,Daredevils,1,8826,94,72,99
2016,Daredevils,2,7131,91,57,81
2018,Daredevils,3,3391,87,64,97
1982,Police,1,20,76,11,100
2005,Hella Real,1,13,91,11,36
2009,Alchemy,1,106,93,13,100
2016,Coop Dreams,1,19,82,5,100
2005,Reality Hell,1,13,91,11,36
2020,Laure,1,14,93,13,100
2018,Slam,1,111,72,39,92
2011,Çat kapi,1,58,84,10,100
2013,Çat kapi,2,37,88,5,100
2020,Madness,1,804,84,98,86
2019,Taart,1,144,99,20,100
2016,Volt,1,1003,94,11,100
2017,Volt,2,432,96,5,100
2017,Volt,3,415,94,5,100
2017,Volt,4,394,79,5,80
2018,Volt,5,366,87,5,100
2018,Volt,6,743,90,5,100
2018,Volt,7,3055,75,5,100
2018,Volt,8,4260,6,7,86
2001,Bank of Dave,1,745,98,32,94
2009,Collars & Kibbles,1,224,94,27,96
2010,Collars & Kibbles,2,120,93,13,100
2011,Collars & Kibbles,3,110,93,10,100
2012,Collars & Kibbles,4,114,91,12,100
2013,Collars & Kibbles,5,203,92,6,83
2014,Collars & Kibbles,6,137,93,5,100
2005,Funny Days,1,336,89,18,78
2006,Funny Days,2,240,96,21,95
2007,Funny Days,3,207,97,20,90
2008,Funny Days,4,198,97,14,100
2009,Funny Days,5,195,96,17,94
2010,Funny Days,6,180,96,16,94
2011,Funny Days,7,185,96,14,100
2012,Funny Days,8,182,97,14,100
2013,Funny Days,9,257,97,22,100
2015,Funny Days,10,287,96,14,100
2016,Funny Days,11,162,96,14,100
2017,Funny Days,12,210,89,21,90
2018,Funny Days,13,185,75,18,94
2019,Funny Days,14,102,90,12,83
2020,Transformed,1,122,84,15,100
2018,Area,1,13,80,9,100
2020,Truth,1,50,86,32,78
2016,Italia Sera,1,109,72,62,63
2018,Italia Sera,2,52,80,12,83
2019,Italia Sera,3,13,38,8,88
2015,Mastura,1,823,90,48,58
2018,Kreuz & Quer,1,53,89,9,89
2019,Catch!,1,279,81,90,84
2018,Stormborn,1,257,88,10,50
2020,D*A*S*K,1,11,100,6,100
2020,The Fan,1,76,91,6,100
2006,Linehan,1,48,87,12,75
2010,Mountain Stage,1,17,82,8,13
2017,The Spinners...,1,2187,87,41,90
2018,The Spinners...,2,1427,81,33,97
2020,The Spinners...,3,608,46,13,85
2016,Malifica,1,292,86,42,71
2017,Malifica,2,118,91,9,100
2018,Malifica,3,47,88,6,100
2019,Malifica,4,21,86,8,100
2016,Chante!,1,357,84,32,75
2018,The Ark,1,350,91,44,80
2019,The Ark,2,95,93,7,100
2017,Bendtner & Philine,1,606,90,29,83
2018,Bendtner & Philine,2,109,73,10,100
2014,Bitto,1,162,77,16,50
2015,Food Hunters,1,246,95,41,73
2016,Mat,1,7,80,11,82
2015,+Cotas,1,1497,93,40,100
2016,+Cotas,2,300,90,34,100
2017,+Cotas,3,121,97,42,100
2019,+Cotas,4,74,87,40,95
1988,N.U.T.S.,1,22,67,18,89
1989,N.U.T.S.,2,11,82,5,100
1994,Dear Sister,1,157,90,20,65
2017,Tiny Tim & Friends,1,200,70,21,57
2019,Tiny Tim & Friends,2,60,64,7,57
2019,Dark City,1,73,81,37,76
2020,Julie & Brandy: In Your Box Office,1,353,99,24,92
2018,Brits,1,257,68,37,76
2019,Brits,2,7,86,7,100
2016,The Greatest Shows on Earth,1,39,62,12,75
2018,Reverb,1,97,78,15,53
2020,O Astro,1,45,78,29,55
2014,Tick and Tock,1,47,98,15,80
2015,Tick and Tock,2,37,97,5,80
1999,Annie Marshall,1,16,94,21,95
2000,Annie Marshall,2,36,97,6,100
2014,Power &,1,283,82,18,44
2015,Power &,2,318,87,9,100
2016,Power &,3,131,84,9,78
2017,Power &,4,250,92,6,83
2018,Power &,5,461,90,6,100
2020,The Bantu Hour,1,223,26,21,38
2017,Dreams & Mysteries,1,378,76,53,72
2015,Zóóó!,1,78,86,39,69
2015,Hollywood In & About,1,59,85,12,75
2020,Young & Minted: I Won the Lottery,1,58,71,12,58
2019,Ball Boys,1,95,71,15,93
2019,Africa Rich,1,74,59,20,80
2020,Before & After'noon Movies,1,129,88,30,80
2017,Badi Aapa,1,113,84,5,80
2017,Meat Men,1,120,94,12,92
2013,Town Haul,1,129,91,12,100
2015,Town Haul,2,89,92,6,100
2016,Town Haul,3,85,90,9,100
2016,Town Haul,4,85,90,8,100
2017,Town Haul,5,121,90,13,100
2019,Town Haul,6,59,73,7,100
1993,The Sci-Fi Files,1,328,96,14,93
1994,The Sci-Fi Files,2,219,97,8,88
1995,The Sci-Fi Files,3,189,97,8,88
1996,The Sci-Fi Files,4,169,96,6,100
1997,The Sci-Fi Files,5,166,95,6,67
1998,The Sci-Fi Files,6,153,94,6,83
1999,The Sci-Fi Files,7,144,86,9,78
2000,The Sci-Fi Files,8,143,71,9,67
2001,The Sci-Fi Files,9,167,56,9,22
2016,The Sci-Fi Files,10,1569,73,56,64
2018,The Sci-Fi Files,11,448,78,41,77
2017,Leaving Home,1,155,70,39,82
2019,Leaving Home,2,149,36,8,100
2018,Katie & Peter: Unleashed,1,66,87,7,100
2004,The Venturers,1,41,90,11,55
2018,Bella,1,197,98,10,100
2020,Socialité,1,5,80,11,55
2017,The Vibe,1,591,95,49,96
2020,Sebeke,1,50,86,32,78
2015,Justin Case,1,218,53,18,22
2011,Mirrors,1,2532,93,16,98
2013,Mirrors,2,1508,93,9,87
2014,Mirrors,3,2291,93,65,86
2017,Mirrors,4,1848,83,96,85
2019,Mirrors,5,298,46,39,68
2017,Famous,1,128,81,5,60
2019,Cero cero,1,13,62,5,60
2015,Guardians of the Wild,1,80,66,7,86
2008,Verminators,1,90,86,34,76
2008,Verminators,2,99,88,16,94
2015,Toby & Tobias,1,631,88,35,91
2011,Patsanki,1,1198,93,31,100
2012,Patsanki,2,828,93,42,93
2013,Patsanki,3,893,83,40,80
2014,Patsanki,4,925,90,46,81
2015,Patsanki,5,666,85,27,88
2017,Patsanki,6,472,76,28,78
2018,Patsanki,7,306,76,20,80
2020,Patsanki,8,219,87,26,85
2018,Who Is,1,219,85,67,57
2018,The Bite,1,80,52,30,90
2014,Titus & Fien TV,1,380,91,30,83
2016,Titus & Fien TV,2,192,97,14,100
2017,Titus & Fien TV,3,153,96,10,100
2018,Titus & Fien TV,4,148,98,10,100
2019,Titus & Fien TV,5,112,94,6,100
2020,Titus & Fien TV,6,29,79,10,100
2013,Bytes,1,855,88,45,82
2014,Bytes,2,691,89,21,90
2015,Bytes,3,454,93,21,95
2016,Bytes,4,440,94,17,100
2017,Bytes,5,495,90,21,100
2018,Sundance,1,21,100,16,94
2016,Yamimash,1,93,89,9,100
2019,Draco,1,1083,57,54,70
2017,Sciences,1,566,92,28,100
2018,Cook Smart,1,118,79,17,65
2011,Emershow,1,461,75,38,63
2012,Emershow,2,382,77,11,100
2013,Emershow,3,543,82,11,100
2014,Emershow,4,565,81,12,100
2016,Emershow,5,540,79,14,100
2018,Nasa Edge,1,146,98,20,90
2019,Nasa Edge,2,93,97,8,100
2009,Castle Film,1,154,86,29,69
2009,Castle Film,2,106,92,6,100
2010,Castle Film,3,96,92,5,60
2011,Castle Film,4,96,90,6,83
2012,Castle Film,5,97,89,6,67
2013,Castle Film,6,206,92,11,91
2014,Castle Film,7,167,90,5,80
2015,Castle Film,8,91,59,6,100
2019,Egos & Icons,1,65,92,8,100
2010,Toon Time,1,130,87,10,100
2019,Chernov,1,2571,98,95,96
2004,B.O.O.S.,1,10,89,6,100
2000,Black Book,1,16,93,7,86
2015,Expat,1,1977,94,44,77
2017,Expat,2,1254,97,21,95
2018,Expat,3,1799,97,26,100
2019,Expat,4,1447,94,33,100
2015,Grand'art,1,125,58,48,71
2020,4ever,1,756,89,52,96
2010,The Spartan,1,364,86,23,52
2012,The Spartan,2,244,88,11,82
2013,The Spartan,3,262,86,13,69
2020,Extra/Ordinary,1,344,88,33,76
2020,Great Cars,1,8,100,5,60
2017,Country Cool,1,10,100,7,100
2018,West Side,1,5,60,6,17
1989,Hebe,1,40,92,9,78
2020,The letter,1,232,50,21,57
2018,Jams #unitipiùchemai,1,15,82,6,83
2019,Urban Drama,1,3646,91,101,84
2020,Urban Drama,2,1655,79,95,97
2020,Hollywood Treasures,1,811,76,126,57
2017,B/Real,1,48,69,20,100
2015,The JACK Show,1,13,78,10,70
2011,Webisodes,1,88,87,35,71
2012,Webisodes,2,50,87,21,90
2014,Webisodes,3,72,77,12,58
2015,Webisodes,4,69,95,11,82
2017,Webisodes,5,39,100,7,100
2007,Achar!,1,19,54,10,50
2020,The Other Show,1,6,100,16,81
2017,Misty & Kristy,1,840,48,46,61
2017,Kazoo,1,88,94,12,75
2019,Aguri,1,55,87,37,70
2018,Lucky Days,1,191,82,19,37
2020,Lenny & Twiek,1,382,93,81,90
2012,Miss Murder,1,15,92,6,100
2016,Dream Town,1,19,82,5,100
2017,Talks Music,1,65,94,8,100
2020,Suika,1,11,55,20,70
1986,Grossbusters,1,8,88,5,100
2016,Food Rush,1,92,64,26,27
2020,Walking the World,1,224,26,21,38
2012,Element,1,272,86,62,85
2013,Element,2,284,93,17,100
2014,Element,3,217,84,14,100
2015,Element,4,184,85,15,100
2016,Element,5,92,88,6,100
2018,Element,6,125,93,10,100
2019,Element,7,50,96,13,85
2018,Waterhole,1,257,88,10,50
2019,Thrill Zone,1,193,75,54,93
2020,Thrill Zone,2,28,57,16,81
2020,Tanav,1,50,48,6,17
2020,A.T.S.,1,50,48,6,17
2018,Dawn Porter,1,48,87,21,95
2015,Greek Idol,1,467,67,47,96
2019,Gertie & Dolly,1,218,67,46,98
2019,A Vaga,1,574,84,32,94
2015,Saartalk.,1,50,76,5,60
2017,Era,1,64,93,5,100
2020,Stuff,1,45,78,29,55
2016,1791,1,48,85,5,40
2012,Smush,1,36,90,43,79
2013,Smush,2,30,66,25,56
2020,Soph,1,781,85,67,87
2013,William à Midi,1,167,84,40,70
2014,William à Midi,2,86,90,8,88
2015,William à Midi,3,52,86,11,100
2012,Hoepla,1,232,90,15,60
2013,Hoepla,2,143,86,7,71
2020,LOO,1,16,88,20,85
2019,The Weather,1,7646,93,36,93
2020,The Weather,2,331,92,77,89
2019,Buusteri,1,52,67,8,100
2019,Buskers,1,52,67,8,100
2015,Televole,1,67,61,28,64
2019,One Land,1,646,34,12,8
2020,Nice Work,1,224,26,21,38
2019,Whiskey & Wings,1,401,79,36,78
2016,Recovered,1,52,73,6,100
2020,Marven,1,251,87,26,27
2018,Mania,1,2113,84,103,83
1994,Friends & Lovers,1,157,90,20,65
2017,De Amazone,1,76,95,12,42
2020,Allegro,1,886,86,55,87
1998,Tiara Girls,1,27,88,7,100
2020,Liography,1,199,46,55,80
2020,Stax,1,2553,56,66,86
2019,Astros,1,35,86,8,100
2016,Love & Hip Hop: Check Yourself,1,887,86,46,87
2017,Love & Hip Hop: Check Yourself,2,239,85,27,96
2018,Love & Hip Hop: Check Yourself,3,159,87,11,100
2010,Picotine,1,8,40,29,59
2018,Picnic,1,124,59,53,79
2020,Bora,1,199,81,53,45
2016,Love & Salsa,1,887,86,46,87
2017,Love & Salsa,2,239,85,27,96
2018,Love & Salsa,3,159,87,11,100
2017,Ataman,1,109,85,12,67
1999,Victims,1,34,89,24,75
2017,Take the Dive,1,135,81,21,24
2019,Juba & Lula,1,51,92,17,100
2018,LA I.C.E,1,5075,96,9,56
2019,Rika,1,33,94,6,100
2003,CARnivore,1,26,85,23,57
2005,CARnivore,2,17,88,10,50
2015,Champion Road,1,857,87,59,97
2016,Champion Road,2,309,88,22,100
2017,Champion Road,3,231,90,22,95
2018,Champion Road,4,221,67,23,100
2015,Slated,1,6450,94,60,98
2016,Slated,2,2779,90,39,89
2017,Slated,3,998,95,20,92
2019,Slated,4,747,95,19,97
2016,Nasul,1,970,92,53,79
2017,Nasul,2,264,94,11,100
2016,Jetflix,1,56,56,12,100
2018,Sheen Talk,1,48,92,11,73
2018,Sheen Talk,2,33,96,7,100
2019,Sheen Talk,3,58,90,14,100
2019,Trainers,1,11,55,8,88
1997,Downey,1,20,94,7,43
2020,Pank,1,171,84,33,100
2020,Truth,1,51,86,32,78
2015,Fresh,1,706,87,52,90
2015,Fresh,2,103,95,11,100
2016,Fresh,3,45,80,9,100
2017,Fresh,4,55,70,7,86
2020,Transplanted,1,21,76,8,75
2020,AT&T Blue Room,1,14,64,18,94
2019,Dreckula,1,1086,57,54,70
2017,Fien & Teun,1,11015,73,84,20
2018,Fien & Teun,2,1617,70,47,55
2018,Tuuri,1,113,70,20,70
2017,The Mommy Show,1,57,69,11,82
2018,Grounds,1,311,77,43,86
2020,Know,1,175,89,57,74
2018,Block,1,871,96,22,95
2019,Block,2,129,85,9,100
2020,Block,3,78,91,10,90
2020,Score,1,77,40,25,76
2015,Brink,1,320,84,40,55
2014,Tom Daley,1,244,79,27,48
2015,Tom Daley,2,147,93,5,100
2017,UnFriends,1,892,78,68,26
2020,Bar,1,81,93,11,55
2017,Love Talk,1,113,53,14,93
2018,The Metro,1,350,91,44,80
2019,The Metro,2,95,93,7,100
2020,-Dash,1,24,92,16,100
2015,Sportlets,1,112,94,7,100
2017,Money Barn,1,25,82,8,38
2017,Downtime,1,48,69,20,100
2016,iDot,1,52,75,9,89
1998,The Kink!,1,12,75,13,38
2013,Gay Life,1,163,95,6,100
2014,Gay Life,2,94,97,7,100
2015,Gay Life,3,96,98,5,100
2017,Gay Life,4,65,95,8,100
2019,Sienna,1,61,61,5,60
2017,The Food Chain,1,2153,88,43,63
1997,Bravo,1,14,86,7,71
2019,Kingdoms,1,459,97,14,93
2020,Kingdoms,2,159,94,7,100
2018,La Sala,1,393,83,14,100
2019,La Sala,2,239,90,12,92
2019,Dold,1,332,72,25,56
2014,Jame' Salem,1,25,65,10,80
2018,Comet san,1,2042,90,101,96
2019,Comet san,2,776,88,68,92
2020,Comet san,3,440,80,49,80
2019,Caryl & Marilyn: Real Friends,1,79,47,16,50
2020,American Pilot,1,195,72,74,86
2019,Sing Date,1,2105,16,11,82
2009,Zach King,1,544,87,28,71
2010,Zach King,2,380,92,12,100
2011,Zach King,3,356,89,10,90
2012,Zach King,4,333,80,16,69
2013,Zach King,5,494,79,13,100
2014,Zach King,6,403,83,16,81
2015,Zach King,7,376,79,13,77
2016,Zach King,8,432,81,16,100
2017,Sweat Hard,1,240,69,27,48
2005,My Name Is,1,19,100,24,88
2006,My Name Is,2,11,90,11,91
2007,My Name Is,3,9,86,6,67
2016,Ryder,1,12155,96,90,97
2017,Ryder,2,6255,90,148,94
2019,Ryder,3,5888,87,136,89
2019,Couple,1,18,83,9,100
2015,Blunt,1,131,88,35,54
2019,Living with AIDS,1,487,83,75,81
2020,The Blunders,1,337,74,24,83
2014,Tipit,1,88,60,44,27
2015,Jones & Co,1,116,83,80,94
2018,Jones & Co,2,1890,66,86,83
2020,Shaz and Trace,1,80,80,43,100
2013,2Awesome,1,15,54,15,67
2020,Health Wellness & Lifestyle TV,1,21,76,8,75
2017,Gastown,1,58,86,39,64
2015,Schulz & Böhmermann,1,13,75,8,38
2015,Domingão,1,1762,62,63,76
2016,Domingão,2,787,59,30,70
2017,Domingão,3,502,78,6,84
2018,Domingão,4,474,65,6,80
2019,Domingão,5,312,43,9,55
2020,Domingão,6,63,86,6,100
2017,Mr. Jack,1,606,90,29,83
2018,Mr. Jack,2,109,73,10,100
2019,Trend,1,144,74,18,44
2018,Buren,1,53,89,9,89
2020,Fag,1,144,100,10,80
2007,The Element,1,39,100,38,95
2009,The Element,2,24,96,18,94
2018,Ran,1,58,59,25,100
2020,Pole Glam,1,30,70,27,59
1969,John Macnab,1,25,92,7,100
2019,Perfection,1,176,86,11,100
2014,The Chain,1,25,94,15,100
2015,Wet Nets,1,866,80,55,93
2017,Wet Nets,2,27,62,32,75
2011,Kudlow & Company,1,17,46,11,45
2020,Martine,1,77,40,25,76
2003,G Code,1,8,80,13,85
2004,G Code,2,6,100,11,100
2020,Adventure Camp,1,69,84,11,73
2019,Grand hôtel,1,69,74,19,74
2012,Scan,1,268,81,31,87
2012,Scan,2,148,89,21,95
2013,Scan,3,237,84,22,95
2014,Scan,4,225,81,20,95
2015,Scan,5,126,76,20,95
2017,Scan,6,117,62,19,95
2017,Scan,7,103,43,23,91
2012,Arrows,1,2477,85,36,85
2013,Arrows,2,2608,90,12,95
2014,Arrows,3,2708,71,9,89
2015,Arrows,4,2307,42,10,85
2016,Arrows,5,1237,70,13,88
2017,Arrows,6,766,51,7,64
2018,Arrows,7,593,59,211,88
2019,Arrows,8,283,72,120,91
2019,Man Made,1,60,83,23,100
2020,L.A.,1,14,93,13,100
2018,Mi sha,1,108,66,18,50
2018,Kiss & Tell,1,108,66,18,50
2017,APB: With Troy Dunn,1,113,75,20,35
2018,The Log,1,17,78,7,71
2019,Gears and Tears,1,219,91,66,89
2020,Megastar,1,94,88,11,91
2015,Wall of Fame,1,80,66,7,86
2019,Affinity,1,40,98,8,100
2020,Affinity,2,18,100,6,100
2013,Interested Anthony,1,13,100,5,100
2020,Ages,1,11,64,16,81
2018,Katie & Alex: For Better for Worse,1,66,87,7,100
2020,Matsuko & Ariyoshi no ikari shintô,1,51,49,6,17
2013,The Fridge,1,214,80,46,91
2014,The Fridge,2,312,90,22,86
2003,De cerca,1,597,96,23,100
2004,De cerca,2,429,98,18,94
2005,De cerca,3,402,97,10,100
2013,De cerca,4,420,76,34,79
2018,De cerca,5,302,64,52,56
2019,Moore Please,1,25,48,6,83
2020,The Station,1,45,78,29,55
2016,Lance TV,1,15,80,11,73
2020,Dragons,1,45,51,5,100
2019,Mandala,1,7646,93,36,93
2020,Mandala,2,336,91,77,89
2015,Vacas,1,72,61,33,58
2015,Repor,1,180,50,61,28
2019,Turn & Learn ABCs: Super Simple,1,174,90,42,52
2019,The Good Dish,1,27,85,8,100
2019,The Span,1,10,40,12,75
2013,Young Doctors,1,12,75,12,100
2013,Young Doctors,2,5,60,6,67
2016,Mediki,1,89,83,6,50
2020,Runt,1,158,45,51,80
2019,Turf,1,174,90,42,52
2019,Fuine,1,100,62,17,24
2020,The Sac,1,51,49,6,17
2014,Delia,1,139,84,17,41
2015,Delia,2,47,88,5,80
2016,Music Hop,1,18,87,5,100
2016,Bark-Off,1,226,70,20,50
2020,In Fashion,1,72,65,13,85
2015,Jamuary,1,909,79,50,84
2015,Jamuary,2,272,84,14,86
2016,Jamuary,3,124,79,9,78
2017,Jamuary,4,113,78,12,92
2014,State v.,1,321,66,43,28
2019,Uptight,1,9,100,5,80
2018,Citations,1,150,90,10,100
2019,Livin',1,487,83,75,81
2019,The Last Cast,1,118,58,9,56
2019,Les b.R.A.V.,1,127,77,39,87
2008,L-Ever,1,51,84,23,70
2020,Dead & Gone,1,8,100,8,100
2016,Soba Life,1,887,86,46,87
2017,Soba Life,2,239,85,27,96
2018,Soba Life,3,159,87,11,100
2020,Raven's Quest,1,195,86,36,89
2018,Sukces,1,263,83,82,88
2019,Sukces,2,425,91,70,97
2020,Roam,1,5,60,29,66
2018,Jahti,1,704,92,48,71
2017,Kontra,1,62,65,15,47
2020,Be a Star,1,94,88,11,91
2017,Black Mercy,1,151,91,39,97
2018,The Poker Star,1,74,27,11,100
2020,Kats & Co,1,80,79,22,91
2020,The UN,1,85,78,79,75
2003,EPIC WAR,1,114,85,5,80
2019,Cold Diggers,1,20,60,21,57
2019,So L.A.,1,206,77,30,90
2019,A Date with...,1,2105,16,11,82
2019,Curry Shop,1,21,67,11,91
2020,Sciography,1,199,46,55,80
2018,Rent Free,1,480,88,19,95
2015,The Later Show,1,205,72,56,91
2009,Family Style,1,482,95,29,100
2010,Family Style,2,328,95,16,88
2011,Family Style,3,316,97,13,92
2012,Family Style,4,305,91,12,67
2013,Family Style,5,404,91,10,90
2014,Family Style,6,355,87,7,100
2015,Family Style,7,196,85,6,67
2017,Gran slam,1,56,79,47,49
2014,State Affair,1,321,66,43,28
2001,L'Anell,1,11,75,20,30
2019,KINK'D,1,459,97,14,93
2020,KINK'D,2,159,94,7,100
2015,Jonathan,1,631,88,35,91
2014,Mike & Ryan Talk About Games,1,153,93,11,82
2014,Broad & High,1,546,93,23,96
2015,Broad & High,2,339,93,21,100
2016,Broad & High,3,173,91,22,100
2017,Broad & High,4,138,79,23,100
2019,Broad & High,5,106,71,27,100
2006,Kyle & Corin Podcast,1,37,89,6,33
2018,Slave,1,16,88,14,100
2017,The Scott Seat,1,8885,94,53,30
2018,The Scott Seat,2,2115,94,14,100
2005,Grey & Blue,1,338,83,29,66
2005,Grey & Blue,2,201,87,16,100
2006,Grey & Blue,3,201,84,13,62
2007,Grey & Blue,4,148,79,6,67
2008,Grey & Blue,5,142,86,17,65
2009,Grey & Blue,6,144,84,8,88
2010,Grey & Blue,7,135,80,8,63
2011,Grey & Blue,8,127,78,9,67
2012,Grey & Blue,9,140,86,8,100
2013,Grey & Blue,10,232,83,11,91
2014,Grey & Blue,11,218,84,11,91
2015,Grey & Blue,12,165,82,10,100
2016,Grey & Blue,13,140,72,9,89
2017,Grey & Blue,14,292,74,15,93
2018,Grey & Blue,15,166,69,11,100
2019,Grey & Blue,16,81,68,7,100
2015,Día a Día,1,22,71,5,100
2019,Gabrielle,1,100,62,17,24
2017,Mr. Kill,1,606,90,29,83
2018,Mr. Kill,2,109,73,10,100
2017,Castleton,1,1216,91,25,80
2018,Castleton,2,435,90,13,100
2019,Castleton,3,283,83,16,100
2020,Transforma,1,122,84,15,100
2018,Joey TV,1,263,83,82,88
2019,Joey TV,2,425,91,70,97
2020,Ben's Menu,1,875,83,67,91
2018,Árran,1,58,59,25,100
2016,Frontal21,1,1037,47,27,100
2017,Spinners,1,2187,87,41,90
2018,Spinners,2,1427,81,33,97
2020,Spinners,3,608,46,13,85
2015,Deru Debu,1,367,90,20,85
2017,Deru Debu,2,178,95,9,89
2020,IfTv,1,37,92,33,73
2018,Joe & Co,1,23,100,5,100
2020,Young & Over Budget: House Hunters Spoof,1,59,69,12,58
2016,Nick Fast,1,1412,62,36,65
2016,Nick Fast,2,606,76,10,88
2017,Nick Fast,3,589,69,8,88
2018,Nick Fast,4,372,70,5,98
2020,Nick Fast,5,134,71,13,99
2015,Better Man,1,5180,95,69,97
2016,Better Man,2,2258,96,31,97
2017,Better Man,3,1576,96,39,97
2018,Better Man,4,1287,95,36,99
2020,Better Man,5,722,96,42,99
2014,Striking Back,1,64,98,11,100
2015,Striking Back,2,35,100,5,100
2017,Striking Back,3,19,100,16,100
2020,Hollywood Dream,1,811,76,126,57
2020,Shorts Out!,1,436,91,17,59
2019,Uragán,1,103,83,9,67
2015,3 Love,1,857,87,59,97
2016,3 Love,2,309,88,22,100
2017,3 Love,3,231,90,22,95
2018,3 Love,4,221,67,23,100
2017,Hit the MARC,1,13,33,6,0
2020,Walking Tour,1,226,26,21,38
2012,Urix,1,8,86,35,17
2019,"Music, Music, Music",1,230,80,32,75
2012,Bohr,1,8,86,35,17
2013,Horror Bites,1,855,88,45,82
2014,Horror Bites,2,691,89,21,90
2015,Horror Bites,3,454,93,21,95
2016,Horror Bites,4,440,94,17,100
2017,Horror Bites,5,495,90,21,100
2017,With LOVE,1,113,53,14,93
2017,Finné,1,11015,73,84,20
2018,Finné,2,1617,70,47,55
2019,Konversations,1,166,75,25,56
2019,Kalla Fakta,1,1443,87,67,55
2017,Jesus Then & Now,1,168,84,27,52
2018,Gala de l'union,1,296,93,55,93
2017,Dolan Dark,1,4119,92,45,89
2019,Dolan Dark,2,2749,97,29,100
2020,Dolan Dark,3,2457,95,29,97
2013,Dancin' the Dream,1,45,81,18,61
2020,Star Truk,1,2554,56,66,86
2019,Musical,1,230,80,32,75
2018,Election,1,19,69,7,43
2016,Amercian Made,1,96,77,24,58
2017,X:enius,1,262,91,30,83
2018,X:enius,2,127,24,23,57
2018,Chi?,1,339,76,46,87
2020,Fosterland,1,49,49,27,81
2014,Fliege,1,111,89,31,61
2014,N N,1,132,65,30,60
2018,Tova & Bente - Summer of '17,1,8,83,6,67
2016,Jarl's,1,9,78,12,83
2014,Being Heard,1,25,65,10,80
2015,Teleráno,1,67,61,28,64
2017,Music Zone,1,248,92,25,100
2015,Young Marvels,1,8830,94,72,99
2016,Young Marvels,2,7135,91,57,81
2018,Young Marvels,3,3395,87,64,97
2020,The Julies,1,355,99,24,92
2012,Tons,1,11,91,9,78
2010,Óptico,1,8,40,29,59
2016,Casa natal,1,12156,96,90,97
2017,Casa natal,2,6256,90,148,94
2019,Casa natal,3,5889,87,136,89
2018,Kai3,1,4864,95,47,100
2019,Kai3,2,362,91,28,89
2018,Star Act,1,2953,73,13,92
2019,The Buddy Tapes,1,166,75,25,56
2016,Kim,1,89,93,12,100
2014,Defectors,1,64,98,11,100
